Summary data collected by the Greenhouse Gas Reporting Program for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 9/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Date
1010341,110055520495,Eagle,Comfort,WV,25049,235 Joes Branch Road,BOONE COUNTY,38.11,-81.57,212112,FF,Other,"30,542.50",,"30,542.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,542.50",,,,,,N,N,N,2016
1000254,110000875367,Eagle Natrium LLC - Natrium Plant,Proctor,WV,26055,"15696 Energy Road, State Route 2",Marshall,39.75,-80.85,325181,C,Chemicals,"722,677.99","719,772.20","1,102.00","1,803.79",,,,,,,,,,"722,677.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001248,110046445548,Eagle Point Power Generation,WESTVILLE,NJ,08093,1250 Crown Point Road,Gloucester,39.87,-75.16,221112,D,Power Plants,"349,770.20","349,415.10",162.00,193.10,,,,,,,,,,,"349,770.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1008459,110000494894,Eagle US 2 LLC,WESTLAKE,LA,70669,1300 PPG Drive,CALCASIEU PARISH,30.22,-93.28,325181,"C,D,X","Chemicals,Power Plants","2,673,863.01","2,671,131.70","1,242.50","1,488.81",,,,,,,,,,"1,001,665.03","1,651,596.08",,,,,,,,,,,,,,,,,,,,,,,"20,601.90",,,,,,,,,,,,,N,N,N,2016
1010118,110055519372,Eagle-1 Gas Plant,Edna,TX,77957,,JACKSON COUNTY,29.14,-96.66,211112,"C,W-PROC",Petroleum and Natural Gas Systems,"113,789.58","110,071.90","3,677.75",39.93,,,,,,,,,,"68,940.54",,,,,,,,,,,,,,,,,,,44849.042,,,,,,,,,,,,,,,,,,N,N,N,2016
1011681,110054957409,Eagle Valley Clean Energy,Gypsum,CO,81637,10775 HWY 6,EAGLE COUNTY,39.65,-106.94,221119,C,Power Plants,"1,544.48",0.80,221.75,"1,321.93",,,,,,,,,"115,573.00","1,544.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001570,110010507317,Earl F Wisdom,SPENCER,IA,51301,3365 165 AVE,Clay,43.16,-95.26,221112,"C,D",Power Plants,"12,616.45","12,603.00",6.00,7.45,,,,,,,,,,16.70,"12,599.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002779,110032895446,East Bay Central Facility,New Orleans,LA,70170,,PLAQUEMINES PARISH,29.05,-89.31,211111,C,Petroleum and Natural Gas Systems,"80,706.19","80,621.70",38.00,46.49,,,,,,,,,,"80,706.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001006,110006497585,East Bend,UNION,KY,41100,6293 BEAVER RD,Boone,38.90,-84.85,221112,D,Power Plants,"3,897,313.11","3,866,220.60","11,373.25","19,719.26",,,,,,,,,,,"3,897,313.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005502,110000606158,"East Dubuque Nitrogen Fertilizers, LLC",EAST DUBUQUE,IL,61025,16675 HIGHWAY 20 WEST,JO DAVIESS COUNTY,42.44,-90.56,325311,"C,G,PP,V","Chemicals,Suppliers of CO2","690,362.96","643,726.50",120.75,"46,515.71",,,,,,,,,,"256,282.98",,,,"387,708.20",,,,,,,,,,,,,"46,371.78",,,,,,,,,,,,,,,,,,,,Y,Y,N,2016
1011464,110054101716,East Regional Landfill,Bennett,CO,80102,8201 Schumaker Road,ADAMS COUNTY,39.84,-104.49,562212,HH,Waste,"32,201.75",,"32,201.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,201.75",,,,N,N,N,2016
1000761,110000322623,East River,NEW YORK,NY,10009,801 EAST 14TH ST,New York,40.73,-73.97,221330,"C,D",Power Plants,"2,062,008.07","2,059,838.80",972.50,"1,196.77",,,,,,,,,,"49,408.01","2,012,600.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1012675,110054184057,East Toyah Gas Processing Plant,Pecos,TX,79772,49 County Road 419,REEVES COUNTY,31.36,-103.69,211112,"C,W-PROC",Petroleum and Natural Gas Systems,"56,224.80","55,944.90",249.50,30.40,,,,,,,,,,"52,943.25",,,,,,,,,,,,,,,,,,,3281.544,,,,,,,,,,,,,,,,,,N,N,N,2016
1005464,110007275046,Eastern Michigan University,Ypsilanti,MI,48197,812 Oakwood,WASHTENAW COUNTY,42.25,-83.63,611310,C,Other,"29,304.64","29,274.50",13.75,16.39,,,,,,,,,,"29,304.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004330,110003547831,Eastern Sanitary Landfill Solid Waste Management Facility,White Marsh,MD,21162,6257 Days Cove Road,BALTIMORE COUNTY,39.40,-76.40,562212,"C,HH",Waste,"66,460.20",52.70,"66,407.50",,,,,,,,,,,52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,407.50",,,,N,N,N,2016
1006952,110000386332,Eastlake,EASTLAKE,OH,44095,10 ERIE ROAD,Lake,41.67,-81.44,221112,"C,D",Power Plants,182.55,182.00,0.25,0.30,,,,,,,,,,182.55,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1011676,110017966218,Eastlake Sanitary Landfill,Clearlake,CA,95422,16015 Davis Ave,LAKE COUNTY,38.95,-122.61,562212,HH,Waste,"13,531.75",,"13,531.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,531.75",,,,N,N,N,2016
1007438,110000743704,Eastman Chemical - Texas Operations,LONGVIEW,TX,75602,300 KODAK BLVD,Harrison,32.45,-94.69,325199,"C,D,TT,X","Chemicals,Power Plants,Waste","2,402,165.98","2,388,186.00","9,752.25","4,227.73",,,,,,,,,,"1,055,054.74","1,274,719.53",,,,,,,,,,,,,,,,,,,,,,,"68,630.20",,,,,,,,,,,,"3,761.50",N,N,N,2016
1000232,110000574423,Eastman Chemical Company,KINGSPORT,TN,37662,EASTMAN ROAD AND LINCOLN ST,Sullivan,36.52,-82.54,325211,"C,TT,X","Chemicals,Waste","4,547,548.35","4,291,540.40","240,184.75","15,823.20",,,,,,,,,"59,902.20","3,866,490.75",,,,,,,,,,,,,,,,,,,,,,,,"450,098.10",,,,,,,,,,,,"230,959.50",N,N,N,2016
1001963,110000583057,"Eastman Chemical Resins, Inc. - Jefferson Site",West Elizabeth,PA,15088,2200 State Route 837,ALLEGHENY COUNTY,40.27,-79.90,325211,C,Other,"25,178.46","25,152.70",11.75,14.01,,,,,,,,,,"25,178.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004957,110000463864,Eastman Chemical Texas City Operations,Texas City,TX,77590,201 Bay Street South,GALVESTON COUNTY,29.38,-94.89,325110,C,Chemicals,"36,505.94","36,351.00",49.75,105.19,,,,,,,,,,"36,505.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004634,110043814539,Eastside Compressor Station,Bryceland,LA,71008,,BIENVILLE PARISH,32.41,-92.98,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"8,833.08","6,406.50","2,423.00",3.58,,,,,,,,,,"6,410.28",,,,,,,,,,,,,,,,,,,,2422.8,,,,,,,,,,,,,,,,,N,N,N,2016
1007858,110005067729,Eastside/Texas,Fort Worth,TX,76103,5300 E. First Street,TARRANT COUNTY,32.77,-97.26,562212,HH,Waste,"33,111.75",,"33,111.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,111.75",,,,N,N,N,2016
1008013,110000330632,Ebensburg Power Company,Ebensburg,PA,15931,2840 New Germany Road,Cambria,40.46,-78.75,221112,"C,D",Power Plants,"331,297.59","328,898.80",877.50,"1,521.29",,,,,,,,,,7.90,"331,289.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1003142,110055508124,Echo Springs Compressor Station,Sweetwater County,WY,82301,,SWEETWATER COUNTY,41.72,-107.79,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"27,481.81","23,986.90","3,481.50",13.41,,,,,,,,,,"24,007.66",,,,,,,,,,,,,,,,,,,,3474.15,,,,,,,,,,,,,,,,,N,N,N,2016
1002239,110012816462,Echo Springs Gas Plant,Wamsutter,WY,82336,,CARBON COUNTY,41.65,-107.82,211112,"C,W-PROC",Petroleum and Natural Gas Systems,"635,926.83","625,342.10","10,366.00",218.73,,,,,,,,,,"367,657.72",,,,,,,,,,,,,,,,,,,268269.116,,,,,,,,,,,,,,,,,,N,N,N,2016
1000682,110000408531,Eckert Station,LANSING,MI,48910,601 ISLAND AVE,Ingham,42.72,-84.56,221112,"C,D",Power Plants,"950,181.09","944,410.20","2,133.50","3,637.39",,,,,,,,,,"12,726.95","937,454.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1003003,110000450100,Eco Services Baton Rouge Site,BATON ROUGE,LA,70807,1301 AIRLINE HWY.,EAST BATON ROUGE PARISH,30.51,-91.18,325188,C,Chemicals,"51,102.51","51,049.90",24.00,28.61,,,,,,,,,,"51,102.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1011487,110061790806,"Eco-Safe Systems, LLC",Blountville,TN,37617,385 Harr Lane,SULLIVAN COUNTY,36.56,-82.35,562212,"C,HH",Waste,"51,545.40",4.90,"51,540.50",,,,,,,,,,,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,540.50",,,,N,N,N,2016
1011896,110067409959,Ector County Energy Center,Goldsmith,TX,79741,8200 OB Holt Road,,32.07,-102.59,221112,"C,D",Power Plants,"149,857.94","149,705.60",69.50,82.84,,,,,,,,,,91.90,"149,766.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000898,110000817493,Eddystone Generating Station,EDDYSTONE,PA,19022,#1 INDUSTRIAL HWY,Delaware,39.86,-75.32,221112,"C,D",Power Plants,"155,671.49","155,467.70",82.50,121.29,,,,,,,,,,"22,971.08","132,700.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001477,110000338821,Edge Moor,WILMINGTON,DE,19809,200 HAY ROAD,New Castle,39.74,-75.50,221112,"C,D",Power Plants,"523,830.80","523,263.90",254.00,312.90,,,,,,,,,,298.15,"523,532.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006390,110000802640,Edgeboro Landfill,East Brunswick,NJ,08816,,MIDDLESEX COUNTY,40.47,-74.39,562212,HH,Waste,"60,622.50",,"60,622.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,622.50",,,,N,N,N,2016
1000231,110022568531,"Edgecombe Genco, LLC",BATTLEBORO,NC,27809,6358 OLD BATTLEBORO RD 27809,Edgecombe,36.04,-77.75,221112,D,Power Plants,"182,950.61","181,484.90",536.25,929.46,,,,,,,,,,,"182,950.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001581,110043972369,Edgemere Landfill,Far Rockaway,NY,11691,51st and Almeda Street,QUEENS COUNTY,40.60,-73.76,562212,HH,Waste,"36,620.50",,"36,620.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,620.50",,,,N,N,N,2016
1000983,110000416871,Edgewater (4050),SHEBOYGAN,WI,53802,3739 LAKESHORE DR,Sheboygan,43.72,-87.71,221112,D,Power Plants,"3,705,618.42","3,686,196.10",972.25,"18,450.07",,,,,,,,,,,"3,705,618.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000267,110014360057,Edgewood Energy,BRENTWOOD,NY,11717,WEST END CAMPUS ROAD,Suffolk,40.79,-73.29,221112,D,Power Plants,"58,883.43","58,823.70",27.25,32.48,,,,,,,,,,,"58,883.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000744,110000836659,Edison,EDISON,NJ,08817,164 SILVER LAKE AVE,Middlesex,40.49,-74.40,221112,"C,D",Power Plants,"1,790.34","1,788.70",0.75,0.89,,,,,,,,,,"1,790.34",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001392,110001971439,Edward L Addison Generating Plant,THOMASTON,GA,30286,95 Edward L Addison Parkway,Upson,32.91,-84.31,221112,D,Power Plants,"243,519.27","243,257.80",115.75,145.72,,,,,,,,,,,"243,519.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001541,110040086803,Edwardsport,EDWARDSPORT,IN,47500,15400 VILLWOCK RD,Knox,38.81,-87.25,221112,"C,D",Power Plants,"2,651,271.89","2,649,830.10",657.75,784.04,,,,,,,,,,"67,539.20","2,583,732.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000811,110012143493,"Effingham County Power, LLC",RINCON,GA,31326,3440 MCCALL ROAD,Effingham,32.28,-81.28,221112,"C,D",Power Plants,"706,443.88","705,727.10",327.00,389.78,,,,,,,,,,181.40,"706,262.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1011829,110060284552,Eklutna Generation Station,Chugiak,AK,99567,28705 Dena'ina Elders Road,MATANUSKA-SUSITNA BOROUGH,61.48,-149.15,221112,C,Power Plants,"363,118.43","362,733.60",173.25,211.58,,,,,,,,,,"363,118.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001454,110002672484,El Centro,EL CENTRO,CA,92243,485 E VILLA AVE,Imperial,32.80,-115.54,221112,D,Power Plants,"492,075.78","491,576.00",228.00,271.78,,,,,,,,,,,"492,075.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002473,110034733518,El Centro Landfill,Robstown,TX,78380,3189 SR 69 and County Road 30,NUECES COUNTY,27.72,-97.65,562212,HH,Waste,"49,873.00",,"49,873.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,873.00",,,,N,N,N,2016
1007630,110043784492,El Coqui Landfill,Humacao,PR,00791,"Road #3, Int. 923, KM 1.7, Bo. Buena Vista",HUMACAO MUNICIPIO,18.13,-65.82,562212,HH,Waste,"99,148.75",,"99,148.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,148.75",,,,N,N,N,2016
1000431,110000520213,El Segundo,EL SEGUNDO,CA,90245,301 VISTA DEL MAR,Los Angeles,33.91,-118.43,221112,D,Power Plants,"536,624.01","536,079.30",248.50,296.21,,,,,,,,,,,"536,624.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002020,110041205692,Elanco Clinton Laboratories,CLINTON,IN,47842,10500 S ST RD 63,VERMILLION COUNTY,39.73,-87.39,325411,C,Chemicals,"127,985.31","127,034.60",348.75,601.96,,,,,,,,,,"127,985.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000622,110001137680,Electric Glass Fiber America LLC,CHESTER,SC,29706,1497 LANCASTER HIGHWAY,CHESTER COUNTY,34.73,-81.14,327212,"C,N",Minerals,"19,187.94","19,171.50",7.50,8.94,,,,,,,,,,"15,620.94",,,,,,,,,"3,567.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002322,110000346082,"Electric Glass Fiber America, LLC",LEXINGTON,NC,27292,473 NEW JERSEY CHURCH ROAD,DAVIDSON COUNTY,35.76,-80.28,327212,"C,N",Minerals,"52,468.42","52,420.20",22.00,26.22,,,,,,,,,,"47,086.22",,,,,,,,,"5,382.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000521,110018865682,Electrifarm,WATERLOO,IA,50701,3233 WEST SHAULIS RD,Black Hawk,42.44,-92.42,221112,C,Power Plants,"11,166.21","11,154.70",5.25,6.26,,,,,,,,,,"11,166.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000817,110001229796,"Elgin Energy Center, LLC",ELGIN,IL,60120,1559 GIFFORD ROAD,Cook,42.00,-88.24,221112,"C,D",Power Plants,"144,491.36","144,344.50",67.00,79.86,,,,,,,,,,340.55,"144,150.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000312,110001890053,Elizabeth River Combustion Turbine Sta,CHESAPEAKE,VA,23323,2837 SOUTH MILITARY HWY,Chesapeake (City),36.77,-76.31,221112,D,Power Plants,"100,441.74","100,313.60",52.75,75.39,,,,,,,,,,,"100,441.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000211,110017390839,Elk River,ELK RIVER,MN,55330,17845 EAST HIGHWAY 10,Sherburne,45.30,-93.55,562213,"C,D",Power Plants,"147,303.36","139,326.70","3,113.00","4,863.66",,,,,,,,,"126,385.90","109,137.25","38,166.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1012043,110067543634,Elk Station,Abernathy,TX,79311,1454 County Road 315,HALE COUNTY,33.86,-101.84,221112,"C,D",Power Plants,"51,266.16","51,214.10",23.75,28.31,,,,,,,,,,134.30,"51,131.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1010648,110000461740,Ellwood Texas Forge Houston,Houston,TX,77045,12500 Amelia Drive,HARRIS COUNTY,29.63,-95.40,332111,C,Other,"12,878.45","12,865.30",6.00,7.15,,,,,,,,,,"12,878.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000491,110070813491,Elm Road Generating Station,OAK CREEK,WI,53154,10800 S. CHICAGO ROAD,Milwaukee,42.84,-87.83,221112,"C,D",Power Plants,"7,276,527.38","7,238,348.20","1,902.75","36,276.43",,,,,,,,,,"1,788.64","7,274,738.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001597,110056956940,Elmer Smith,OWENSBORO,KY,42303,4301 U S HWY 60 E,Daviess,37.80,-87.06,221112,"C,D",Power Plants,"1,999,237.33","1,982,680.90","6,057.00","10,499.43",,,,,,,,,96.70,0.00,"1,999,237.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1007297,110004206680,Elmwood Park Power - LLC,ELMWOOD PARK,NJ,07407,15 RIVER ROAD,Bergen,40.91,-74.13,221112,"C,D",Power Plants,"17,351.13","17,333.30",8.00,9.83,,,,,,,,,,87.50,"17,263.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001359,110043787701,Elwood Energy Facility,ELWOOD,IL,60421,24391 PATTERSON RD,Will,41.44,-88.12,221112,"C,D",Power Plants,"712,764.11","712,040.20",330.25,393.66,,,,,,,,,,"2,034.29","710,729.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1009877,110055518202,"Emerald Contura, LLC",Waynesburg,PA,15370,212 Mine Road,GREENE COUNTY,39.89,-80.19,212112,"C,FF",Other,"308,969.95",574.90,"308,394.75",0.30,,,,,,,,,,575.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"308,394.50",,,,,,N,N,N,2016
1007325,110035808855,"Emery Oleochemicals, LLC",CINCINNATI,OH,45232,4900 ESTE AVENUE,Hamilton,39.18,-84.51,325199,C,Chemicals,"198,919.75","198,714.80",93.50,111.45,,,,,,,,,,"198,919.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000317,110015656388,Emery Station,CLEAR LAKE,IA,50428,11295 230TH ST,Cerro Gordo,43.09,-93.29,221112,"C,D",Power Plants,"723,842.22","723,107.90",335.00,399.32,,,,,,,,,,"5,813.18","718,029.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1008292,110055512869,Emigrant Trail Gas Plant,Mountain View,WY,82939,,UINTA COUNTY,41.40,-110.09,211112,"C,W-PROC",Petroleum and Natural Gas Systems,"16,613.50","14,415.70","2,189.75",8.05,,,,,,,,,,"14,428.20",,,,,,,,,,,,,,,,,,,2185.3,,,,,,,,,,,,,,,,,,N,N,N,2016
1003735,110009458498,Empire Abo Gas Plant,Artesia,NM,88211,257 Empire Road,EDDY COUNTY,32.78,-104.26,211111,"C,W-PROC",Petroleum and Natural Gas Systems,"15,621.10","14,640.40",973.25,7.45,,,,,,,,,,"11,881.46",,,,,,,,,,,,,,,,,,,3739.644,,,,,,,,,,,,,,,,,,N,N,N,2016
1001046,110017977821,Empire District Elec Co Energy Ctr,SARCOXIE,MO,64862,2537 FIR ROAD,Jasper,37.14,-94.10,221112,"C,D",Power Plants,"63,887.46","63,822.80",29.50,35.16,,,,,,,,,,"16,019.89","47,867.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1007388,110020996083,"Empire Generating Co, LLC",Rensselaer,NY,12144,"75 Riverside Avenue, PO Box 350",Rensselaer,42.63,-73.75,221112,D,Power Plants,"1,433,073.34","1,431,618.40",663.75,791.19,,,,,,,,,,,"1,433,073.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000583,110030490779,Emporia Energy Center,EMPORIA,KS,66801,1685 ROAD 200TH,LYON COUNTY,38.45,-96.07,221112,D,Power Plants,"202,547.45","202,342.50",93.50,111.45,,,,,,,,,,,"202,547.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006502,110000490013,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.75,-122.49,221112,D,Power Plants,"103,712.96","103,607.20",48.25,57.51,,,,,,,,,,,"103,712.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000087,110000338910,Energy Center Dover,DOVER,DE,19904,1280 W NORTH ST,Kent,39.15,-75.55,221112,"C,D",Power Plants,"121,634.71","121,502.70",58.40,73.61,,,,,,,,,,"5,455.76","116,178.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005167,110043787961,Energy Center Harrisburg LLC,Harrisburg,PA,17101,100 North 10th Street,DAUPHIN COUNTY,40.27,-76.88,221112,C,Power Plants,"34,772.68","34,734.30",16.93,21.46,,,,,,,,,,"34,772.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004854,110001508379,"Energy Center Omaha, LLC",OMAHA,NE,68102,2152 HOWARD ST,DOUGLAS COUNTY,41.26,-95.94,333415,C,Other,"56,689.24","56,630.60",26.75,31.89,,,,,,,,,,"56,689.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005798,110001207756,Energy Center Pittsburgh LLC,Pittsburgh,PA,15212,111 South Commons Avenue,ALLEGHENY COUNTY,40.45,-80.00,221112,C,Power Plants,"36,388.11","36,350.30",17.25,20.56,,,,,,,,,,"36,388.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1008757,110055514368,Enlow Fork Mine,Claysville,PA,15323,2041 Pleasant Grove Rd.,WASHINGTON COUNTY,40.08,-80.36,212112,FF,Other,"1,721,385.75",,"1,721,385.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,721,385.75",,,,,,N,N,N,2016
1001370,110008972763,"Ennis Power Company, LLC",ENNIS,TX,75119,4001 WEST ENNIS AVE,Ellis,32.32,-96.67,221112,D,Power Plants,"516,253.88","515,728.90",239.50,285.48,,,,,,,,,,,"516,253.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005631,110010496463,Ensign Pawnee Plant-Processing,PAWNEE,TX,78145,6061 S. County Road 136,BEE COUNTY,28.62,-97.99,211111,"C,W-PROC",Petroleum and Natural Gas Systems,"59,224.99","59,079.90",129.00,16.09,,,,,,,,,,"27,836.04",,,,,,,,,,,,,,,,,,,31388.948,,,,,,,,,,,,,,,,,,N,N,N,2016
1000316,110055506359,Entriken Compressor Station,JAMES CREEK,PA,16657,16707 LITTLE VALLEY RD,Huntingdon,40.31,-78.14,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"35,021.19","28,387.90","6,617.50",15.79,,,,,,,,,,"28,409.24",,,,,,,,,,,,,,,,,,,,6611.95,,,,,,,,,,,,,,,,,N,N,N,2016
1002677,110001916437,Enwave Seattle,SEATTLE,WA,98101,1319 WESTERN AVE,KING,47.61,-122.34,221330,C,Power Plants,"69,965.43","69,892.80",33.00,39.63,,,,,,,,,,"69,965.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006814,110070081957,Equistar Chemicals LP,Westlake,LA,70669,4101 Hwy 108 South,CALCASIEU PARISH,30.19,-93.33,325211,C,Other,"104,488.86","104,380.90",49.25,58.71,,,,,,,,,,"104,488.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
