Summary data collected by the Greenhouse Gas Reporting Program for 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 9/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Date
1002066,110007196051,GIDDINGS GAS PLANT,LA GRANGE,TX,78945,,FAYETTE COUNTY,30.04,-96.99,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"108,031.86","105,850.50","2,138.75",42.61,,,,,,,,,,"71,489.88",,,,,,,,,,,,,,,,,,,36541.984,,,,,,,,,,,,,,,,,,N,N,N,2017
1002497,110000310761,GILLETTE CO,BOSTON,MA,02127,1 GILLETTE PARK,SUFFOLK COUNTY,42.35,-71.05,332211,C,Other,"50,717.15","50,663.10",24.25,29.80,,,,,,,,,,"50,717.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1005973,110009935035,GLASGOW LANDFILL,GLASGOW,KY,42141,400 GLEN GARRY RD,BARREN COUNTY,36.99,-85.97,562212,HH,Waste,"135,547.00",,"135,547.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"135,547.00",,,,N,N,N,2017
1006128,110004849870,GLAXOSMITHKLINE KING OF PRUSSIA FAC,KING OF PRUSSIA,PA,19406,709 SWEDELAND ROAD,MONTGOMERY COUNTY,40.08,-75.33,325412,C,Chemicals,"20,807.22","20,785.30",10.00,11.92,,,,,,,,,,"20,807.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003257,110001826686,GLEN\S SANITARY LANDFILL,MAPLE CITY,MI,49664,518 E TRAVERSE HWY,LEELANAU COUNTY,44.79,-85.85,562212,"C,HH",Waste,"29,320.64",549.70,"28,769.75",1.19,,,,,,,,,,551.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,769.25",,,,N,N,N,2017
1001891,110056957645,GLOBAL TUNGSTEN & POWDERS CORP,TOWANDA,PA,18848,3 HAWES STREET,BRADFORD COUNTY,41.79,-76.45,331419,C,Metals,"48,689.42","48,639.00",23.00,27.42,,,,,,,,,,"48,689.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003726,110070828160,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,ESSEX JUNCTION,VT,05452,1000 RIVER STREET - B966,CHITTENDEN COUNTY,44.48,-73.09,334413,"C,I",Other,"263,469.96","35,164.90",16.50,"11,767.13","20,360.78","113,595.44","12,063.48","47,024.80","22,926.23",550.70,,,,"35,201.07",,,,,,"228,268.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1010586,110043863922,GLOBALFOUNDRIES U.S. Inc. Fab 8,Malta,NY,12020,400 Stone Break Road Extension,SARATOGA COUNTY,42.97,-73.75,334413,"C,I",Other,"195,710.05","39,481.20",18.75,"14,093.61",903.25,"60,273.27",20.52,"5,927.12","74,820.00",172.34,0.00,,,"39,522.30",,,,,,"156,187.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1004300,110041998345,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,HOPEWELL JUNCTION,NY,12533,2070 ROUTE 52,DUTCHESS COUNTY,41.54,-73.82,334413,"C,I",Other,"102,050.42","49,427.00",24.25,"5,067.19",132.52,"10,599.29",601.92,"5,010.36","31,185.00",2.89,0.00,,,"49,482.24",,,,,,"52,568.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003777,110000369609,GLOBE METALLURGICAL,SELMA,AL,36703,2401 OLD MONTGOMERY HIGHWAY,DALLAS COUNTY,32.38,-86.99,331112,"C,K",Metals,"74,011.08","73,704.50",303.00,3.58,,,,,,,,,,"6,337.48",,,,,,,"67,673.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003775,110001578221,GLOBE METALLURGICAL INC,NIAGARA FALLS,NY,14305,3807 HIGHLAND AVENUE,NIAGARA COUNTY,43.12,-79.04,331112,"C,K",Metals,"187,287.83","186,477.40",807.75,2.68,,,,,,,,,,"4,622.73",,,,,,,"182,665.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006473,110057243040,GLOBE METALLURGICAL INC. (0684000105),WATERFORD,OH,45786,1595 Sparling Road,WASHINGTON COUNTY,39.58,-81.68,331112,"C,K",Metals,"330,754.59","328,404.80","2,348.00",1.79,,,,,,,,,,"2,989.69",,,,,,,"327,764.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1004235,110014004692,GLOUCESTER COUNTY SOLID WASTE COMPLEX,SWEDESBORO,NJ,08085,493 MONROEVILLE ROAD (C.R. 694),GLOUCESTER COUNTY,39.71,-75.28,562212,"C,HH",Waste,"37,955.55",34.30,"37,921.25",,,,,,,,,,,34.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,921.25",,,,N,N,N,2017
1007149,110000555435,GLWA Water Resource Recovery Facility,DETROIT,MI,48209,9300 WEST JEFFERSON AVENUE,WAYNE COUNTY,42.28,-83.13,221320,C,Other,"79,935.75","79,853.00",37.75,45.00,,,,,,,,,,"79,935.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1012328,110013287380,GM Lansing Grand River,Lansing,MI,48933,920 Townsend St,INGHAM COUNTY,42.72,-84.56,336111,C,Other,"22,014.47","21,992.00",10.25,12.22,,,,,,,,,,"22,014.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1000380,110001848886,GM TECHNICAL CENTER,WARREN,MI,48090,"FACILITIES OPERATIONS BUILDING 6250 CHICAGO ROAD,",MACOMB COUNTY,42.52,-83.04,336211,C,Other,"47,795.52","47,746.20",22.50,26.82,,,,,,,,,,"47,795.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002953,110070081842,GM VAN SLYKE COMPLEX,FLINT,MI,48551,G 3100 VAN SLYKE ROAD,GENESEE COUNTY,42.99,-83.71,336112,C,Other,"65,184.30","65,116.90",30.75,36.65,,,,,,,,,,"65,184.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006371,110001868658,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76010,2525 EAST ABRAM STREET,TARRANT COUNTY,32.74,-97.07,336112,C,Other,"45,101.88","45,055.30",21.25,25.33,,,,,,,,,,"45,101.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002426,110056610403,GNRL MILLS,CEDAR RAPIDS,IA,52404,4800 EDGEWOOD ROAD SOUTHWEST,LINN COUNTY,41.93,-91.72,311230,C,Other,"42,723.64","42,679.80",20.00,23.84,,,,,,,,,,"42,723.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003127,110033851357,GODLEY PLANT,GODLEY,TX,76044,8711 COUNTY ROAD 916,JOHNSON COUNTY,32.50,-97.55,486210,"C,W-PROC",Petroleum and Natural Gas Systems,"49,001.57","34,494.70","14,487.50",19.37,,,,,,,,,,"33,757.47",,,,,,,,,,,,,,,,,,,15244.098,,,,,,,,,,,,,,,,,,N,N,N,2017
1003234,110040835861,GOFORTH PROCESSING PLANT,CRESSON,TX,76035,15403 S HWY 377,PARKER COUNTY,32.60,-97.56,211112,"C,W-PROC",Petroleum and Natural Gas Systems,"16,232.45","14,664.20","1,560.50",7.75,,,,,,,,,,"13,276.10",,,,,,,,,,,,,,,,,,,2956.348,,,,,,,,,,,,,,,,,,N,N,N,2017
1002560,110020160403,"GOLDEN GRAIN ENERGY, LLC",MASON CITY,IA,50401,1822 43RD ST SW,CERRO GORDO COUNTY,43.11,-93.23,325193,"C,II","Other,Waste","167,289.42","167,116.80",78.75,93.87,,,,,,,,,,"167,289.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,N,N,N,2017
1006825,110010819070,GOLDEN TRIANGLE ENERGY LLC,CRAIG,MO,64437,15053 HIGHWAY 111,HOLT COUNTY,40.19,-95.37,325193,C,Other,"51,059.31","51,006.70",24.00,28.61,,,,,,,,,,"51,059.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1005964,110009714014,GOLDEN TRIANGLE REGIONAL SOLID WASTE MANAGEMENT AUTHORITY,STARKVILLE,MS,39759,2525 OLD WEST POINT ROAD,OKTIBBEHA COUNTY,33.53,-88.67,562111,"C,HH",Waste,"150,602.96",,"150,589.25",13.71,,,,,,,,,"3,777.80",19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,583.50",,,,N,N,N,2017
1001810,110064086509,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,NORTH POLE,AK,99705,1150 H & H LN,FAIRBANKS NORTH STAR BOROUGH,64.74,-147.35,221112,C,Power Plants,"318,505.96","317,429.50",317.75,758.71,,,,,,,,,,"318,505.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1007068,110000602250,GOLDEN VALLEY ELECTRIC ASSOCIATION INC - HEALY POWER PLANT,HEALY,AK,99743,2.5 Mile HEALY SPUR ROAD,DENALI BOROUGH,63.86,-148.95,221112,C,Power Plants,"293,580.16","291,739.60",673.00,"1,167.56",,,,,,,,,,"293,580.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1001436,110041171086,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.81,-120.83,221112,D,Power Plants,"415,078.81","414,657.40",192.25,229.16,,,,,,,,,,,"415,078.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006800,110043792884,GOLDSMITH GAS PLANT,GOLDSMITH,TX,79741,,ECTOR COUNTY,31.98,-102.63,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"301,454.17","298,061.10","3,246.75",146.32,,,,,,,,,,"235,459.46",,,,,,,,,,,,,,,,,,,65994.704,,,,,,,,,,,,,,,,,,N,N,N,2017
1000363,110000547668,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",SPOKANE,WA,99224,11135 W WESTBOW BLVD,SPOKANE COUNTY,47.58,-117.57,336413,C,Other,"12,637.65","12,624.50",6.00,7.15,,,,,,,,,,"12,637.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006531,110015714761,GOODWAY REFINING LLC,ATMORE,AL,36502,4745 ROSS ROAD,ESCAMBIA COUNTY,31.18,-87.44,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","11,539.47","11,307.40",220.75,11.32,,,,,,,,,,"10,780.58",,,,,,,,,,,,,,,,,,,,,,,,,758.89,,,,,,,,,,,,N,N,N,2017
1002965,110028052773,GOODYEAR BEAUMONT CHEMICAL PLANT,BEAUMONT,TX,77705,,JEFFERSON COUNTY,29.98,-94.22,325212,C,Other,"393,477.77","393,071.70",185.25,220.82,,,,,,,,,,"393,477.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002991,110000462856,GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,PASADENA,TX,77507,13441 BAY AREA BOULEVARD,HARRIS COUNTY,29.65,-95.05,325998,C,Chemicals,"44,949.85","44,858.30",32.25,59.30,,,,,,,,,,"44,949.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1004793,110000454231,GOODYEAR TIRE & RUBBER COMPANY,LAWTON,OK,73505,1 GOODYEAR BLVD.,COMANCHE COUNTY,34.60,-98.53,326211,C,Other,"51,081.81","51,029.20",24.00,28.61,,,,,,,,,,"51,081.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002654,110001887628,GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,DANVILLE,VA,24541,1901 GOODYEAR BLVD,DANVILLE CITY,36.56,-79.37,326211,C,Other,"58,717.47","58,655.50",28.00,33.97,,,,,,,,,,"58,717.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1007731,110064107461,GOPHER RESOURCE LLC,EAGAN,MN,55121,685 Yankee Doodle Road,DAKOTA COUNTY,44.83,-93.12,331492,"C,R",Metals,"196,036.99","195,985.80",20.50,30.69,,,,,,,,,,"25,999.89",,,,,,,,,,,,,"170,037.10",,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006709,110070209460,GORDON GAS PROCESSING PLANT,GORDON,TX,76453,1160 Hwy. 193 East,PALO PINTO COUNTY,32.54,-98.34,211111,"C,W-PROC",Petroleum and Natural Gas Systems,"22,435.44","19,737.90","2,688.00",9.54,,,,,,,,,,"17,035.64",,,,,,,,,,,,,,,,,,,5399.8,,,,,,,,,,,,,,,,,,N,N,N,2017
1000273,110000343922,"GP Big Island, LLC",BIG ISLAND,VA,24526,9363 Lee Jackson Hwy,Bedford,37.53,-79.36,322130,"AA,C,TT","Pulp and Paper,Waste","222,155.35","165,209.10","54,972.00","1,974.25",,,,,,,,,"230,171.20","163,370.89",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,217.21",,,,,,,,,"54,567.25",N,N,N,2017
1011719,110064007649,GP Condensate Splitter,Galena Park,TX,77547,407 Clinton Drive,HARRIS COUNTY,29.73,-95.23,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","162,405.79","161,668.40",638.75,98.64,,,,,,,,,,"161,003.40",,,,,,,,,,,,,,,,,,,,,,,,,"1,402.38",,,,,,,,,,,,N,N,N,2017
1001913,110000455604,GP MUSKOGEE MILL,MUSKOGEE,OK,74403,4901 CHANDLER RD.,MUSKOGEE COUNTY,35.74,-95.29,322121,"C,TT","Pulp and Paper,Waste","925,305.11","818,643.20","103,437.25","3,224.66",,,,,,,,,,"823,754.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,551.00",N,N,N,2017
1003995,110055509169,GPLC JOLIET SALES,Joliet,IL,60410,,WILL COUNTY,41.45,-88.18,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"17,835.61","11,742.80","6,086.25",6.56,,,,,,,,,,"11,752.16",,,,,,,,,,,,,,,,,,,,6083.45,,,,,,,,,,,,,,,,,N,N,N,2017
1006046,110070081933,GRACE,BALTIMORE,MD,21226,5500 CHEMICAL ROAD,BALTIMORE CITY,39.21,-76.57,325188,C,Chemicals,"101,716.87","101,612.20",47.75,56.92,,,,,,,,,,"101,716.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003857,110041055032,GRACE DAVISON,SULPHUR,LA,70665,1800 DAVISON ROAD,CALCASIEU PARISH,30.16,-93.34,325188,C,Chemicals,"132,273.65","132,137.20",62.25,74.20,,,,,,,,,,"132,273.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1004114,110017404548,GRAIN PROCESSING CORP,MUSCATINE,IA,52761,1600 OREGON STREET,MUSCATINE COUNTY,41.40,-91.06,311221,"C,II,PP","Other,Suppliers of CO2,Waste","391,320.62","389,467.60","1,603.00",250.02,,,,,,,,,"8,704.00","389,914.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,406.25",,,N,N,N,2017
1004640,110041204265,GRAIN PROCESSING CORP,WASHINGTON,IN,47501,1443 S 300 W,DAVIESS COUNTY,38.63,-87.23,311221,"C,II,PP","Other,Suppliers of CO2,Waste","226,231.02","224,366.20","1,710.75",154.07,,,,,,,,,"7,805.90","224,638.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,593.00",,,N,N,N,2017
1007685,110031262862,GRANBY SANITARY LANDFILL,GRANBY,MA,01033,11 NEW LUDLOW ROAD,HAMPSHIRE COUNTY,42.23,-72.55,562212,HH,Waste,"3,393.50",,"3,393.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,393.50",,,,N,N,N,2017
1003460,110020504319,GRAND CTL SANI,PEN ARGYL,PA,18072,1963 PEN ARGYL ROAD,NORTHAMPTON COUNTY,40.85,-75.26,562212,"C,HH",Waste,"22,220.94","1,902.70","20,316.75",1.49,,,,,,,,,,"1,905.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,315.75",,,,N,N,N,2017
1004044,110010350217,GRAND FORKS LANDFILL,GRAND FORKS,ND,58206,2350 83RD ST NORTH,GRAND FORKS COUNTY,47.94,-97.15,562212,"C,HH",Waste,"55,931.70",158.20,"55,773.50",,,,,,,,,,,158.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,773.50",,,,N,N,N,2017
1002720,110000614434,GRANGER Grand River Avenue Landfill,GRAND LEDGE,MI,48837,8550 W GRAND RIVER AVE,CLINTON COUNTY,42.79,-84.69,562212,"C,HH",Waste,"114,116.37",,"114,097.00",19.37,,,,,,,,,"5,412.60",27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,088.75",,,,N,N,N,2017
1006737,110001848252,GRANGER Wood Street Landfill,LANSING,MI,48906,16980 Wood Road,CLINTON COUNTY,42.77,-84.53,562212,"C,HH",Waste,"108,426.72",370.60,"107,970.00",86.12,,,,,,,,,"23,821.50",493.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,933.25",,,,N,N,N,2017
1002173,110020653808,GRANITE FALLS ENERGY LLC,GRANITE FALLS,MN,56241,15045 HIGHWAY 23 SE,CHIPPEWA COUNTY,44.80,-95.49,325193,"C,II","Other,Waste","80,984.39","80,842.70",95.50,46.19,,,,,,,,,275.30,"80,927.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.00,,,N,N,N,2017
1007160,110063281434,GRANT CNTY EPHRATA LANDFILL 1,EPHRATA,WA,98823,3803 Neva Lake Rd. NW,GRANT COUNTY,47.27,-119.55,562212,HH,Waste,"44,881.25",,"44,881.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,881.25",,,,N,N,N,2017
1006346,110005138145,GRANT PRIDECO LP,NAVASOTA,TX,77868,FM 1227 10FT AWAY,GRIMES COUNTY,30.36,-96.09,332996,C,Other,"10,062.41","10,052.00",4.75,5.66,,,,,,,,,,"10,062.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003219,110033214000,GRAPELAND PLANT,GRAPELAND,TX,75844,2415 FM 1272,HOUSTON COUNTY,31.51,-95.53,211111,"C,W-PROC",Petroleum and Natural Gas Systems,"12,055.91","10,515.70","1,534.25",5.96,,,,,,,,,,"10,525.56",,,,,,,,,,,,,,,,,,,1530.35,,,,,,,,,,,,,,,,,,N,N,N,2017
1004982,110000392496,GRAPHIC PACKAGING INT INC,MIDDLETOWN,OH,45042,407 CHARLES ST.,BUTLER COUNTY,39.52,-84.39,322130,C,Pulp and Paper,"43,557.84","43,512.90",20.50,24.44,,,,,,,,,,"43,557.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1003470,110005666243,GRAPHIC PACKAGING INTERNATIONAL,MACON,GA,31206,100 GRAPHIC PACKAGING INTERNATIONAL WAY,BIBB COUNTY,32.77,-83.63,322130,"AA,C,TT","Pulp and Paper,Waste","110,332.69","93,798.90","7,666.50","8,867.29",,,,,,,,,"1,375,927.60","55,853.17",,,,,,,,,,,,,,,,,,,,,,,,,,,"48,553.02",,,,,,,,,"5,926.50",N,N,N,2017
1000602,110017782568,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",WEST MONROE,LA,71292,1000 JONESBORO RD HWY 34,OUACHITA PARISH,32.48,-92.15,322130,"AA,C",Pulp and Paper,"373,726.57","366,500.60","1,388.75","5,837.22",,,,,,,,,"1,221,592.70","320,733.52",,,,,,,,,,,,,,,,,,,,,,,,,,,"52,993.06",,,,,,,,,,N,N,N,2017
1007862,110012625178,GRAY WOLF REGIONAL LANDFILL,DEWEY,AZ,86327,23355 EAST HIGHWAY 169,YAVAPAI COUNTY,34.52,-112.05,562212,"C,HH",Waste,"68,369.05",417.30,"67,951.75",,,,,,,,,,,417.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,951.75",,,,N,N,N,2017
1002919,110007346229,GRAYMONT (WI) LLC,SUPERIOR,WI,54880,800 Hill Avenue,DOUGLAS COUNTY,46.73,-92.08,327410,"C,S",Minerals,"662,490.33","660,145.30",859.50,"1,485.53",,,,,,,,,,"314,416.63",,,,,,,,,,,,,,"348,073.70",,,,,,,,,,,,,,,,,,,,,,,Y,N,N,2017
1002767,110056958662,GRAYMONT DOLIME OH INC *,GENOA,OH,43430,21880 W ST RTE 163,OTTAWA COUNTY,41.51,-83.35,327410,"C,S",Minerals,"195,974.57","195,250.10",265.25,459.22,,,,,,,,,,"92,373.67",,,,,,,,,,,,,,"103,600.90",,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002910,110039000096,GRAYMONT PA INC/PLEASANT GAP PLT,PLEASANT GAP,PA,16823,965 E COLLEGE AVE,CENTRE COUNTY,40.92,-77.72,327410,"C,S",Minerals,"764,847.39","763,338.50",561.25,947.64,,,,,,,,,,"277,935.09",,,,,,,,,,,,,,"486,912.30",,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002773,110008058822,GRAYMONT WESTERN U.S. INC. INDIAN CREEK,TOWNSEND,MT,59644,4.5 MILES W. OF TOWNSEND,BROADWATER COUNTY,46.33,-111.62,327410,"C,S",Minerals,"335,805.04","334,780.30",374.50,650.24,,,,,,,,,,"131,017.74",,,,,,,,,,,,,,"204,787.30",,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002920,110020663575,GRAYMONT WESTERN US INC,TACOMA,WA,98421,1220 ALEXANDER AVENUE,PIERCE COUNTY,47.27,-122.40,327410,C,Minerals,23.00,23.00,,,,,,,,,,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1005828,110008061765,GRAYMONT WESTERN US INC PILOT PEAK,WEST WENDOVER,NV,89883,15 MILES N.W. OF WENDOVER NV,ELKO COUNTY,40.82,-114.25,327410,"C,S",Minerals,"593,672.02","591,821.70",676.50,"1,173.82",,,,,,,,,,"236,637.12",,,,,,,,,,,,,,"357,034.90",,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002928,110008061239,GRAYMONT WESTERN US INC. CRICKET MOUNTAIN,DELTA,UT,84624,32 MILES S.W. OF DELTA HWY. 257,MILLARD COUNTY,38.94,-112.82,327410,"C,S",Minerals,"880,876.18","878,005.60","1,049.50","1,821.08",,,,,,,,,,"363,863.78",,,,,,,,,,,,,,"517,012.40",,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1008038,110043973910,GREAT LAKES CHEMICAL CORP-WEST PLANT,MARYSVILLE,AR,71753,5821 SHULER ROAD,UNION COUNTY,33.18,-92.94,325188,C,Chemicals,"23,805.76","23,781.10",11.25,13.41,,,,,,,,,,"23,805.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006968,110000451109,GREAT LAKES CHEMICAL/CENTRAL,EL DORADO,AR,71730,2226 HAYNESVILLE HIGHWAY,UNION COUNTY,33.18,-92.71,325188,C,Chemicals,"49,015.92","48,965.50",23.00,27.42,,,,,,,,,,"49,015.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1008036,110000451038,GREAT LAKES SOUTH,EL DORADO,AR,71730,324 SOUTHFIELD CUTOFF,UNION COUNTY,33.11,-92.67,325188,C,Chemicals,"30,445.74","30,414.50",14.25,16.99,,,,,,,,,,"30,445.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1006153,110002349851,GREAT RIVER REGIONAL WASTE AUTHORITY SANITARY LANDFILL,FORT MADISON,IA,52627,2092 303RD AVE,LEE COUNTY,40.65,-91.32,562212,"C,HH",Waste,"46,737.30",35.80,"46,701.50",,,,,,,,,,,35.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,701.50",,,,N,N,N,2017
1002786,110010810621,GREATER LEBANON REFUSE LDFL,LEBANON,PA,17046,1610 RUSSELL ROAD,LEBANON COUNTY,40.36,-76.49,562212,"C,HH",Waste,"60,732.35",58.10,"60,674.25",,,,,,,,,,,58.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,674.25",,,,N,N,N,2017
1007223,110000412303,GREDE LLC - IRON MOUNTAIN,KINGSFORD,MI,49802,801 S. CARPENTER AVE.,DICKINSON COUNTY,45.80,-88.07,331511,C,Metals,"29,420.86","29,281.80",51.75,87.31,,,,,,,,,,"29,420.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1002034,110000420606,GREDE LLC REEDSBURG,REEDSBURG,WI,53959,700 ASH STREET,SAUK COUNTY,43.53,-90.00,333511,C,Other,"76,454.57","76,010.90",163.25,280.42,,,,,,,,,,"76,454.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
